,OBJECTID,Petition,Petitioner,FromZone,ToZone,Type,SPA,Overlay,INNOV,Acres,PetAcres,Water,Sewer,CityLimit,ZoningMap,ODZ,CCW,ServiceArea,LuseStaff,UrbanDesign,RezoneStaff,Consistent,ProtestPet,Received,Approved,Decision,Hyperlink,Corrective,Propluse,AdminAppr,AdminApprD,AdminApprP,AdminApprC,SFLOTS,THUNITS,CONDOS,APT,TOTUNITS,OFFICE,RETAIL,HOTELRMS,PARKING,OPENSP,ACRESITE,SHAPESTArea,SHAPESTLength,centroid,lat,lng
5601,571305,2018-169,Charlotte Planning Design & Development Department,TOD-M,TOD-CC,NC,no,none,NO,0.805,0.805,CMUD,CMUD,YES,110,,Corridor,Central,Main_Kent,Goodwin_Alan,,,,2018/12/14 00:00:00+00,2019/04/15 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2014Petitions/Pages/2014-027.aspx,,TOD-M,,,,,,,,,,,,,,,,39596.29461669922,816.0547172828816,"{'lng': -80.86578006309759, 'lat': 35.205997454422445}",35.205997454422445,-80.86578006309759
5602,571306,1996-046(C),,I-1,I-2(CD),,no,,,,,,,,,,,,,,,,,,1997/01/14 00:00:00+00,App,,,,,,,,,,,,,,,,,,,417003.4514770508,2768.9650267295583,"{'lng': -80.84667148484651, 'lat': 35.33289237923}",35.33289237923,-80.84667148484651
5603,571307,2002-096,,R-9MF(CD),R-8(CD),,no,,,,,,,,,,,,,,,,,,2002/10/23 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2002/2002-096%20approved%20site%20plan.pdf,,,,,,,,,,,,,,,,,,369984.9599609375,2611.8044364235034,"{'lng': -80.72200354987967, 'lat': 35.19667257721332}",35.19667257721332,-80.72200354987967
5604,571308,2016-128,"MT Island Promenade, LLC",R-3,O1(CD),CD,no,LLW-PA,NO,125.13,125.13,CMUD,CMUD,YES,49,,Mixed Use Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,,,2016/07/25 00:00:00+00,2017/01/17 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2016Petitions/Pages/2016-128.aspx,,,,,,,,,,,,,,,,,,330291.07666015625,2487.1126687698543,"{'lng': -80.93971019507862, 'lat': 35.33067620150232}",35.33067620150232,-80.93971019507862
5605,571309,2018-169,Charlotte Planning Design & Development Department,TOD-M,TOD-CC,NC,no,None,,0.515,0.28,CMUD,CMUD,YES,102,16,,Central,Neely_Cheryl,Thilo_Dan,Manes_Tim,YES, ,2018/12/14 00:00:00+00,2019/04/15 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,22436.486450195312,615.9798673493788,"{'lng': -80.85415456035503, 'lat': 35.214571660058844}",35.214571660058844,-80.85415456035503
5606,571310,1997-015(C),,R-9PUD,INST(CD),,no,,,,,,,,,,,,,,,,,,1997/05/13 00:00:00+00,App,,,,,,,,,,,,,,,,,,,190519.2764892578,1763.4115699372892,"{'lng': -80.75478202417302, 'lat': 35.38865241918708}",35.38865241918708,-80.75478202417302
5607,571311,2004-080,James L. Blane,O-2,MUDD(CD),CD,no,,,0.5414,0.45899999999999996,CMUD,CMUD,YES,"102,111",15,,Central,Neely_Cheryl,Howard_John,Waldron_Charlotte,YES, ,2004/04/26 00:00:00+00,2004/09/20 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2004/2004-080%20Approved%20Site%20Plan.pdf,,,,,,,,,,,,,,,,,,23585.090270996094,679.2359654316085,"{'lng': -80.8421147518758, 'lat': 35.21145982120074}",35.21145982120074,-80.8421147518758
5608,571312,2015-092,QuikTrip Corporation,B-1(CD),B-1(CD),CD,SPA,none,NO,5.11,5.11,CMUD,CMUD,YES,76,,Wedge,East,Mandy Vari,Monica Holmes,Sanders_Sonja,,NO,2015/04/27 00:00:00+00,2016/01/19 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2015Petitions/Pages/2015-092.aspx,,Retail,,,,,,,,,,,,,,,,140215.42791748047,1522.4233114192307,"{'lng': -80.73666370483198, 'lat': 35.2586403807014}",35.2586403807014,-80.73666370483198
5609,571313,1986-013,,,R-12,, ,,,,,,,,,,,,,,,,,,1986/03/17 00:00:00+00,,,,,,,,,,,,,,,,,,,,105543.45086669922,1300.6063969478228,"{'lng': -80.79949829474872, 'lat': 35.29698194278428}",35.29698194278428,-80.79949829474872
5610,571314,2000-117,,B-2,BD(CD),Conditional,no,,,,,,,,,,,,,,,,,,2001/02/19 00:00:00+00,App,,,,,,,,,,,,,,,,,,,90334.0928955078,1707.2958484635667,"{'lng': -80.87686447336515, 'lat': 35.167437446379715}",35.167437446379715,-80.87686447336515
5611,571315,1993-072A,,R-22MF,R-5,,no,,,,,,,,,,,,,,,,,,1993/10/11 00:00:00+00,App,,,,,,,,,,,,,,,,,,,398088.7890625,3717.9368195753796,"{'lng': -80.82271799642056, 'lat': 35.19765459475015}",35.19765459475015,-80.82271799642056
5612,571316,2001-045,,"R-3, B-1",R-12MF(CD),,no,,,,,,,,,,,,,,,,,,2001/05/29 00:00:00+00,App,,,,,,,,,,,,,,,,,,,965831.7066650392,4556.448679200613,"{'lng': -80.77141901176748, 'lat': 35.34017848969648}",35.34017848969648,-80.77141901176748
5613,571317,2007-072,"Sykes Industrial Solutions Charlotte One, LLC",R-17MF,I-1(CD),CD,no,LLW-PA,,27.0,27.0,CMUD,CMUD,NO,82,386,Corridor,Northwest,Mccullough_Melony,Dhindaw_Jaya,Keplinger_Tammie,YES,,2007/03/15 00:00:00+00,2007/07/16 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,1040364.6709594728,4230.9484381274415,"{'lng': -80.97824382617289, 'lat': 35.25723511317798}",35.25723511317798,-80.97824382617289
5614,571318,2019-174,2901 LLC,O-6(CD),MUDD-O,CD,no,none,NO,1.12,1.12,CMUD,CMUD,YES,135,,Mixed Use Activity Center,South,Scott Correll,Grant Meacci,John Kinley,,,2019/11/22 07:42:42+00,2020/06/15 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-174.aspx,,,,,,,,,,,,,,,,,,53211.786071777344,923.7125971610363,"{'lng': -80.82886154394774, 'lat': 35.14914485703639}",35.14914485703639,-80.82886154394774
5615,571319,1995-073,,CC,CC,,SPA,,,,,,,,,,,,,,,,,,1995/10/16 00:00:00+00,App,,,,,,,,,,,,,,,,,,,447307.3771972656,3048.085652904483,"{'lng': -80.93695273367682, 'lat': 35.272467511203914}",35.272467511203914,-80.93695273367682
5616,571320,2007-116,Srini Mannava,R-4,INST(CD),CD,no,,,0.67,0.67,CMUD,CMUD,YES,90,48,Wedge,East,McCullough_Melony,Dhindaw_Jaya,Fortune_Solomon,YES,,2007/06/21 00:00:00+00,2007/10/22 00:00:00+00,Den, ,,,,,,,,,,,,,,,,,,33776.14520263672,741.7524599487914,"{'lng': -80.7705947926579, 'lat': 35.2490528080655}",35.2490528080655,-80.7705947926579
5617,571321,1986-012,,,I-1,, ,,,,,,,,,,,,,,,,,,1986/03/17 00:00:00+00,,,,,,,,,,,,,,,,,,,,560681.1435546875,3663.8423061668623,"{'lng': -80.80904742252402, 'lat': 35.2791018918012}",35.2791018918012,-80.80904742252402
5618,571322,2015-025,"Circle K Stores, Inc.",B-1,NS,CD,no,none,NO,1.03,1.03,CMUD,CMUD,YES,122,,Wedge,East,Osborne_Alysia,Dixon_Bridget,Fortune_Solomon,,NO,2014/12/18 00:00:00+00,2015/04/20 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2015Petitions/Pages/2015-025.aspx,,Retail,,,,,,,,,,,,,,,,46542.21075439453,905.053006553958,"{'lng': -80.73014343660742, 'lat': 35.18622122690514}",35.18622122690514,-80.73014343660742
5619,571323,2017-206,BWN Investments,R-17MF,B-2(CD),CD,no,none,NO,3.35,3.35,CMUD,CMUD,YES,114,,Wedge,East,Mandy Rosen,Monica Holmes,Sanders_Sonja,,,2018/12/18 00:00:00+00,2019/02/18 18:50:38+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2017Petitions/Pages/2017-206.aspx,,,,,,,,,,,,,,,,,,189281.02801513672,1800.5737447342074,"{'lng': -80.72533609208425, 'lat': 35.205238295724016}",35.205238295724016,-80.72533609208425
5620,571324,1987-011(C),,,B-2(CD),, ,,,,,,,,,,,,,,,,,,1987/04/21 00:00:00+00,,,,,,,,,,,,,,,,,,,,308486.1796875,2257.478660004072,"{'lng': -81.03088484726604, 'lat': 35.11844669778499}",35.11844669778499,-81.03088484726604
5621,571325,2018-054,Blue Heel Development,R-4,UR-2(CD),CD,no,none,NO,9.2,9.2,CMUD,CMUD,YES,127,,Mixed Use Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,,,2018/04/04 00:00:00+00,2018/11/19 11:00:37+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2018Petitions/Pages/2018-054.aspx,,,,,,,,,,,,,,,,,,435731.6544189453,2673.1981352294847,"{'lng': -80.90790189018563, 'lat': 35.184208716528246}",35.184208716528246,-80.90790189018563
5622,571326,2002-109,,R-5,MUDD-O,,no,,,,,,,,,,,,,,,,,,2002/11/18 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2002/2002-109%20approved%20site%20plan.pdf,,,,,,,,,,,,,,,,,,13404.390441894531,476.1049644161007,"{'lng': -80.8090949300398, 'lat': 35.2447622508716}",35.2447622508716,-80.8090949300398
5623,571327,2007-120,Bungalow Designs Inc,R-5,R-6(CD),NC,no,,,0.69,0.69,CMUD,CMUD,YES,89,39,Wedge,Northeast-Transit,Cornett_Kathy,Urban Design Team,Barley_David,YES,,2007/06/25 00:00:00+00,2007/11/19 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,39556.10870361328,802.5815322384807,"{'lng': -80.80115819285689, 'lat': 35.24611386857308}",35.24611386857308,-80.80115819285689
5624,571328,1993-004,,B-1,B-2(CD),,no,,,,,,,,,,,,,,,,,,1993/03/15 00:00:00+00,App,,,,,,,,,,,,,,,,,,,46098.15966796875,946.1253863358554,"{'lng': -80.85341385670458, 'lat': 35.26816967816518}",35.26816967816518,-80.85341385670458
5625,571329,2015-047,"Carolina States Regional Center, LLC",I-1,TOD-M(CD),CD,no,none,NO,22.0,22.0,CMUD,CMUD,YES,71,,Corridor,Northeast,Cornett_Kathy,Goodwin_Alan,Sanders_Sonja,,NO,2015/01/26 00:00:00+00,2015/10/19 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2015Petitions/Pages/2015-047.aspx,NO,TOD-M,,,,,,,,,,,,,,,,965097.0813598632,4701.596274561869,"{'lng': -80.76383500965024, 'lat': 35.28593540909745}",35.28593540909745,-80.76383500965024
5626,571330,2007-051,"Victoria Land Co., LLC",MUDD(CD),MUDD(CD),CD,SPA,,,6.59,6.59,CMUD,CMUD,YES,102,28,Corridor,Southeast-Transit,Mccullough_Melony,Thilo_Dan,Manes_Tim,YES,,2007/01/22 00:00:00+00,2007/06/18 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,320677.8469848633,2404.1499011356823,"{'lng': -80.82540272598034, 'lat': 35.22409338551784}",35.22409338551784,-80.82540272598034
5627,571331,2017-126,Church of Jesus Christ of Latter-day Saints,O-1(CD),B-1,NC,no,none,NO,2.5,2.5,CMUD,CMUD,YES,54,,Corridor,East,Amanda Vari,Monica Holmes,Sanders_Sonja,,,2017/07/21 00:00:00+00,2017/10/16 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2017Petitions/Pages/2017-126.aspx,,Retail,,,,,,,,,,,,,,,,108729.15844726562,1379.6727411311483,"{'lng': -80.7421262294633, 'lat': 35.33517357600455}",35.33517357600455,-80.7421262294633
5628,571332,1989-060,,R-9,R-9MF(CD),,no,,,,,,,,,,,,,,,,,,1990/01/16 00:00:00+00,App,,,,,,,,,,,,,,,,,,,525840.6317749022,3681.3937210888844,"{'lng': -80.73887050029886, 'lat': 35.16834182357552}",35.16834182357552,-80.73887050029886
5629,571333,1993-104A,,O-2,R-5,,no,,,,,,,,,,,,,,,,,,1993/11/08 00:00:00+00,App,,,,,,,,,,,,,,,,,,,275278.0472412109,3945.540316703252,"{'lng': -80.82705255714525, 'lat': 35.24862332288344}",35.24862332288344,-80.82705255714525
5630,571334,2012-019,Charlotte-Mecklenburg Planning Department,B-1,TOD-M,NC,no,None,NO,0.46799999999999997,0.46799999999999997,CMUD,CMUD,YES,102,,Corridor,South-Transit,Main_Kent,Goodwin_Alan,,,,2011/12/21 00:00:00+00,2012/04/16 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2012_Petitions/Pages/2012-019.aspx,NO,TOD-M,,,,,,,,,,,,,,,,23870.18475341797,676.3539768751341,"{'lng': -80.85904312584492, 'lat': 35.21391976140209}",35.21391976140209,-80.85904312584492
5631,571335,1985-060(C),,,R-15MF(CD),, ,,,,,,,,,,,,,,,,,,1986/03/17 00:00:00+00,,,,,,,,,,,,,,,,,,,,1111163.6135864258,5585.643869225049,"{'lng': -80.93867058804764, 'lat': 35.1524874278727}",35.1524874278727,-80.93867058804764
5632,571336,2015-020,"Carolina States Regional Center, LLC",B-2,TOD-RO,CD,no,none,NO,15.43,15.43,CMUD,CMUD,YES,71,,Corridor,Northeast,Cornett_Kathy,Goodwin_Alan,,,NO,2014/11/24 00:00:00+00,2015/05/18 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2015Petitions/Pages/2015-020.aspx,,TOD-R,,,,,,,,380.0,,,,,,,,1063543.855102539,4502.992556036969,"{'lng': -80.76616968146102, 'lat': 35.282823997536354}",35.282823997536354,-80.76616968146102
5633,571337,2011-003,"Music Factory Condominiums, LLC c/o Noah Lazes",MUDD-O,MUDD-O,CD,SPA,,NO,1.77,1.77,CMUD,CMUD,YES,88,209,,,,,,,,2010/10/25 00:00:00+00,2011/02/21 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2010_Petitions/Pages/2011-003.aspx,,Res_Off_Retail,,,,,,,,,,,,,,,,86257.02172851562,1208.5742154932268,"{'lng': -80.84503329536875, 'lat': 35.24069866403023}",35.24069866403023,-80.84503329536875
5634,571338,2003-081B,,R-22MF,R-8,,no,,,,,,,,,,,,,,,,,,2003/11/23 00:00:00+00,App,,,,,,,,,,,,,,,,,,,254133.08142089844,2571.8050108404127,"{'lng': -80.77803131088821, 'lat': 35.223028818364504}",35.223028818364504,-80.77803131088821
5635,571339,2006-078,"Pappas Properties, LLC",CC,MX-1,CD,no,LLW-CA,,,94.67,CMUD,CMUD,NO,"128,129",367,,Southwest,Lyte-Graham_Claire,Vincent_Kourtnie,Manes_Tim,YES,,,2006/07/17 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,4400217.350158691,10227.446542408105,"{'lng': -80.9813991896032, 'lat': 35.170226149529164}",35.170226149529164,-80.9813991896032
5636,571340,2019-156,"Parkwood Plaza, LLC",R-5,UR-3(CD),CD,no,none,NO,0.52,0.52,CMUD,CMUD,YES,101,,Wedge,East,Travis Johnson,Grant Meacci,Will Linville,,,2019/10/15 08:37:04+00,2020/05/18 16:18:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-156.aspx,,,,,,,,,,,,,,,,,,33666.95361328125,770.2995972599765,"{'lng': -80.81417748356506, 'lat': 35.23296731097667}",35.23296731097667,-80.81417748356506
5637,571341,1989-017,,"B-1, R-6MF, R-9MF",R-6,,no,,,,,,,,,,,,,,,,,,1989/03/01 00:00:00+00,App,,,,,,,,,,,,,,,,,,,970324.4129638672,4481.845637573437,"{'lng': -80.84062282826433, 'lat': 35.24082780020829}",35.24082780020829,-80.84062282826433
5638,571342,2015-068,"FCD Development, LLC",I-2,TOD-M,NC,no,none,NO,3.06,3.06,CMUD,CMUD,YES,110,,Corridor,Central,Main_Kent,Goodwin_Alan,Fortune_Solomon,,NO,2015/03/23 00:00:00+00,2015/07/20 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2015Petitions/Pages/2015-068.aspx,NO,TOD-M,,,,,,,,,,,,,,,,150484.55969238278,1646.9041865820254,"{'lng': -80.8661171608933, 'lat': 35.20836377505038}",35.20836377505038,-80.8661171608933
5639,571343,2004-022,Lat Purser & Associates and Trotter Builders,R-17MF,NS,CD,no,,,19.1321,18.24, , ,YES,"144,145",459,,South,Main_Kent,Dixon_Bridget,Drake_Tom,NO, ,2003/11/21 00:00:00+00,2004/03/15 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2004/2004-022%20approved%20site%20plan.pdf,,,,,,,,,,,,,,,,,,833393.1349487305,5760.531122640334,"{'lng': -80.73903670124648, 'lat': 35.13600010027318}",35.13600010027318,-80.73903670124648
5640,571344,1997-075,,O-15(CD),INST(CD),,no,,,,,,,,,,,,,,,,,,1997/10/22 00:00:00+00,App,,,,,,,,,,,,,,,,,,,89022.23254394531,1165.9184044552933,"{'lng': -80.78478600855797, 'lat': 35.13452531607555}",35.13452531607555,-80.78478600855797
5641,571345,2000-163,,I-2,R-4(CD),,no,,,,,,,,,,,,,,,,,,2001/02/12 00:00:00+00,App,,,,,,,,,,,,,,,,,,,1342468.7602539062,6937.4075237241805,"{'lng': -80.99343366220505, 'lat': 35.13348781858795}",35.13348781858795,-80.99343366220505
5642,571346,2004-085,Renaissance Development Group LLC,R-4,R-12MF,NC,no,,,2.1732,2.23,CMUD,CMUD,YES,125,137,,Central,Neely_Cheryl,Howard_John,Drake_Tom,WD, ,2004/05/03 00:00:00+00,,Wd, ,,,,,,,,,,,,,,,,,,94665.9116821289,1253.480680409167,"{'lng': -80.85313408806248, 'lat': 35.185724912885256}",35.185724912885256,-80.85313408806248
5643,571347,1994-046(C),,"R-9(CD), R-20MF, R-15MF(CD), B-1SCD, O-15(CD), INST(CD)",R-12MF(CD),,no,,,,,,,,,,,,,,,,,,1995/01/17 00:00:00+00,App,,,,,,,,,,,,,,,,,,,2270237.58227539,7048.363166932116,"{'lng': -80.80600907301118, 'lat': 35.028153686540094}",35.028153686540094,-80.80600907301118
5644,571348,1989-082,,R-15,R-12,,no,,,,,,,,,,,,,,,,,,1989/11/20 00:00:00+00,App,,,,,,,,,,,,,,,,,,,122316.4091796875,1404.7898666587848,"{'lng': -80.69000692882989, 'lat': 35.20972626636257}",35.20972626636257,-80.69000692882989
5645,571349,1998-062,,I-2,UMUD(CD),,no,,,,,,,,,,,,,,,,,,1998/06/15 00:00:00+00,App,,,,,,,,,,,,,,,,,,,27903.06225585937,821.4193349322612,"{'lng': -80.85016463697615, 'lat': 35.21957603984592}",35.21957603984592,-80.85016463697615
5646,571350,2004-123,S & R Development Co LLC,R-12MF,NS,CD,no,,,2.1515,4.0,CMUD,CMUD,YES,53,456,,Northeast,Cornett_Kathy,Dixon_Bridget,Sanders_Sonja,YES, ,2004/07/20 00:00:00+00,2004/12/20 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2004/2004-123%20Approved%20Site%20Plan.pdf,,,,,,,,,,,,,,,,,,93721.994140625,1290.6505638589956,"{'lng': -80.77001211642298, 'lat': 35.340907827097155}",35.340907827097155,-80.77001211642298
5647,571351,1996-014(C),,"R-MH, R-4",I-1(CD),,no,,,,,,,,,,,,,,,,,,1996/08/13 00:00:00+00,App,,,,,,,,,,,,,,,,,,,207327.73651123047,1902.9567322555179,"{'lng': -80.68079434857006, 'lat': 35.21404865108037}",35.21404865108037,-80.68079434857006
5648,571352,2008-069,Charlotte Douglas Airport,R-3,I-2,NC,no,LLW-PA,,,,,,,,,Center,Southwest,Alberto Gonzalez,Alan Goodwin,Tammy Keplinger,YES,,2008/02/04 00:00:00+00,2008/07/21 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,166786.90710449222,1641.030155156348,"{'lng': -80.96979919603208, 'lat': 35.1873353123689}",35.1873353123689,-80.96979919603208
5649,571353,2019-102,City of Charlotte,I-2,TOD-UC,NC,no,none,NO,1772.0,1772.0,CMUD,CMUD,YES,110,,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,,,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,19676.73046875,567.5307291418202,"{'lng': -80.86554740791121, 'lat': 35.202305175547366}",35.202305175547366,-80.86554740791121
5650,571354,2019-102,City of Charlotte,I-2,TOD-UC,NC,no,none,NO,1772.0,1772.0,CMUD,CMUD,YES,102,,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,,,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,161032.2861328125,2695.76897032454,"{'lng': -80.85696943790114, 'lat': 35.21725868530508}",35.21725868530508,-80.85696943790114
5651,571355,2015-045,"TWO Capital Partners, LLC",R-8MF(CD),UR-2(CD),CD,no,none,NO,16.98,16.98,CMUD,CMUD,YES,132,,Wedge,Southwest,Catherine Stutts,Dixon_Bridget,John Kinley,,NO,2015/01/26 00:00:00+00,2015/05/18 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2015Petitions/Pages/2015-045.aspx,,Resid22,,,,,,,,,,,,,,,,234575.7771606445,2141.980026727174,"{'lng': -80.95403239885435, 'lat': 35.151262468791714}",35.151262468791714,-80.95403239885435
5652,571356,2006-108,Centex Homes,R-3,MX-2(INNOV),CD,no,,YES,78.0,,CMUD,CMUD,YES,176,474,,South,Main_Kent,Dixon_Bridget,Drake_Tom,YES,Yes,2006/05/30 00:00:00+00,2006/11/20 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,3463061.5042724614,7782.691415039868,"{'lng': -80.8385307585445, 'lat': 35.072264213500866}",35.072264213500866,-80.8385307585445
5653,571357,2017-098,"Urban Investments, LLC",O-2,TOD-M,NC,no,none,NO,0.16,0.161,CMUD,CMUD,YES,102,,Corridor,Central,Kathy Cornett,Goodwin_Alan,Fortune_Solomon,,,2017/06/02 00:00:00+00,2017/10/16 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2017Petitions/Pages/2017-098.aspx,,TOD-M,,,,,,,,,,,,,,,,14223.80206298828,504.11091213072433,"{'lng': -80.85029605630442, 'lat': 35.21747075192575}",35.21747075192575,-80.85029605630442
5654,571358,2020-008,"RK Investments Charlotte, LLC",R-3,UR-2(CD),CD,no,none,NO,4.97,4.97,CMUD,CMUD,YES,51,,Wedge,North,Molly Kaminski,Grant Meacci,Michael Russell,,,2019/12/16 00:00:00+00,2020/06/15 00:00:00+00,App,https://charlottenc.gov/planning/rezoning/pages/home.aspx,,,,,,,,,,,,,,,,,,234310.8059082031,2417.3699395192857,"{'lng': -80.85523604191512, 'lat': 35.33579587799274}",35.33579587799274,-80.85523604191512
5655,571359,2012-039,Michael T. Whitehead & Elizabeth M. Whitehead,INST(CD),INST(CD),CD,SPA,None,,,2.7,,,,,,Wedge,South,Main_Kent,Jones_Michelle,Fortune_Solomon,,,,2012/06/18 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2012_Petitions/Pages/2012-039.aspx,NO,Mix33,,,,,,,,,,5679.0,,,,,,149151.04626464847,1560.4399163677454,"{'lng': -80.77864900646432, 'lat': 35.16065260384071}",35.16065260384071,-80.77864900646432
5656,571360,1995-057,,R-3,R-8(CD),,no,,,,,,,,,,,,,,,,,,1995/09/18 00:00:00+00,App,,,,,,,,,,,,,,,,,,,165712.68096923828,2001.5164899576248,"{'lng': -80.79591241741608, 'lat': 35.129992134761366}",35.129992134761366,-80.79591241741608
5657,571361,2018-072,"Thunderbyrd, LLC",R-3,R-5(CD),CD,no,CR/LW-PA,NO,7.68,7.68,CMUD,CMUD,NO,50,,Wedge,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,,,2018/06/25 00:00:00+00,2018/12/17 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2018Petitions/Pages/2018-072.aspx,,,,,,,,,,,,,,,,,,358093.0676269531,2903.052074387113,"{'lng': -80.89467842767156, 'lat': 35.32857089429568}",35.32857089429568,-80.89467842767156
5658,571362,1998-064(C),,R-17MF,MX-2,,no,LWPA,,,,,,,,,,,,,,,,,1999/01/12 00:00:00+00,App,,,,,9/11/2002,,,,,,,,,,,,,,70868.79315185548,1618.9439787777765,"{'lng': -80.98470495492818, 'lat': 35.30295623078162}",35.30295623078162,-80.98470495492818
5659,571363,1986-028,,,R-12MF,, ,,,,,,,,,,,,,,,,,,1987/03/16 00:00:00+00,,,,,,,,,,,,,,,,,,,,1227761.562133789,6216.1142115523035,"{'lng': -80.77883910807135, 'lat': 35.261940556221724}",35.261940556221724,-80.77883910807135
5660,571364,1988-012,,R-12MF(CD),R-20MF,,no,,,,,,,,,,,,,,,,,,1988/03/23 00:00:00+00,App,,,,Many Administrative Approvals,,,,,,,,,,,,,,,284807.2188720703,2723.17663981767,"{'lng': -80.72413836711338, 'lat': 35.208148772008336}",35.208148772008336,-80.72413836711338
5661,571365,1989-073,,R-9,R-12MF(CD),,no,,,,,,,,,,,,,,,,,,1989/10/18 00:00:00+00,App,,,,,,,,,,,,,,,,,,,1133897.8103027344,5237.372673124401,"{'lng': -80.8993973949457, 'lat': 35.16148896435554}",35.16148896435554,-80.8993973949457
5662,571366,2002-041,,INST(CD),INST(CD),,SPA,,,,,,,,,,,,,,,,,,2002/05/20 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2002/2002-041%20approved%20site%20plan.pdf,,,,,,,,,,,,,,,,,,280795.00659179693,2393.50545164922,"{'lng': -80.82946287251637, 'lat': 35.28320406475657}",35.28320406475657,-80.82946287251637
5663,571367,2002-125,,R-22MF(CD),R-22MF(CD),,SPA,,,,,,,,,,,,,,,,,,2002/12/16 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2002/2002-125%20approved%20site%20plan.pdf,,,2005089,11/17/2005,"The Mulvaney Group, LTD.",shift private street to the northern side of lake on western portion of tract 2 for connectivity,,,,,,,,,,,,727864.8062133789,3369.479824889606,"{'lng': -80.78030174045992, 'lat': 35.371983289557534}",35.371983289557534,-80.78030174045992
5664,571368,1999-103,,R-3,INST(CD),,no,,,,,,,,,,,,,,,,,,1999/10/18 00:00:00+00,App,,,,,,,,,,,,,,,,,,,142516.0903930664,1747.473282398539,"{'lng': -80.82320249296454, 'lat': 35.04635659116746}",35.04635659116746,-80.82320249296454
5665,571369,2016-147,"Mallard Creek Associates #1, LLC",MUDD-O,MUDD-O,CD,SPA,none,NO,10.8,10.8,CMUD,CMUD,YES,136,,Wedge,South,Main_Kent,Grant Meacci,John Kinley,,,2016/09/26 00:00:00+00,2017/01/17 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2016Petitions/Pages/2016-147.aspx,,,,,,,,,,,,,,,,,,28682.96856689453,676.5030455922378,"{'lng': -80.79632086414874, 'lat': 35.15600867694563}",35.15600867694563,-80.79632086414874
5666,571370,2004-069,Gateway Homes,R-22MF,UR-1(CD),CD,no,,,0.4523,0.3,CMUD,CMUD,YES,101,38,,Central,Neely_Cheryl,Howard_John,Sanders_Sonja,WD, ,2004/02/21 00:00:00+00,,Wd, ,,,,,,,,,,,,,,,,,,19702.52130126953,568.8505416411449,"{'lng': -80.79517530498688, 'lat': 35.23383225833884}",35.23383225833884,-80.79517530498688
