OBJECTID,Petition,Petitioner,FromZone,ToZone,Type,SPA,Overlay,INNOV,Acres,PetAcres,Water,Sewer,CityLimit,ZoningMap,ODZ,CCW,ServiceArea,LuseStaff,UrbanDesign,RezoneStaff,Consistent,ProtestPet,Received,Approved,Decision,Hyperlink,Corrective,Propluse,AdminAppr,AdminApprD,AdminApprP,AdminApprC,SFLOTS,THUNITS,CONDOS,APT,TOTUNITS,OFFICE,RETAIL,HOTELRMS,PARKING,OPENSP,ACRESITE,SHAPESTArea,SHAPESTLength,centroid
569901,1996-085,,R-3,R-12MF,,no,,,,,,,,,,,,,,,,,,1996/12/16 00:00:00+00,App,,,,,,,,,,,,,,,,,,,45017.6337890625,857.6297547361887,"{'lng': -80.83883738320712, 'lat': 35.29481501479964}"
569902,1997-034,,"B-1(CD), O-15(CD)",B-1(CD),,no,,,,,,,,,,,,,,,,,,1997/05/19 00:00:00+00,App,,,,,,,,,,,,,,,,,,,282240.29278564453,2085.2550588352306,"{'lng': -80.91959544599312, 'lat': 35.18936310814922}"
569903,2006-078,"Pappas Properties, LLC",O-2(CD),O-2(CD),CD,SPA,LLW-PA,,,,CMUD,CMUD,NO,132,367,,Southwest,Lyte-Graham_Claire,Vincent_Kourtnie,Manes_Tim,YES,,,2006/07/17 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,201617.28674316406,1995.602698253775,"{'lng': -80.96929405225025, 'lat': 35.164174291478616}"
569904,2005-077,"Crosland, Inc",R-3,MX-3(INNOV),CD,no,,YES,0.3176,642.2,CMUD,CMUD,NO,"65,66,83",390,,Northwest,Moore_Eddie,Howard_John,Keplinger_Tammie,YES,,2005/02/25 00:00:00+00,2005/09/19 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2005/2005-077%20Approved%20Site%20Plan.pdf,,,,,,,,,,,,,,,,,,13836.111022949219,897.8424542672058,"{'lng': -80.99036032216337, 'lat': 35.28660437608607}"
569905,2018-169,Charlotte Planning Design & Development Department,TOD-M,TOD-CC,NC,no,none,NO,0.63,0.63,CMUD,CMUD,YES,102,,Corridor,Central,Main_Kent,Goodwin_Alan,Lyte-Graham_Claire,,,2018/12/14 00:00:00+00,2019/04/15 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2014Petitions/Pages/2014-070.aspx,,TOD-M,,,,,,,,,,,,,,,,31060.747497558594,718.7757567098947,"{'lng': -80.85792357492181, 'lat': 35.21874037308943}"
569906,1986-063,,,R-6MF,, ,,,,,,,,,,,,,,,,,,1986/09/15 00:00:00+00,,,,,,,,,,,,,,,,,,,,48600.210998535156,893.4570646152758,"{'lng': -80.83563594693797, 'lat': 35.20550066367905}"
569907,2008-056,MarkPiercePoole Properties,R-4,R-17MF(CD),CD,no,,,19.0,19.0,CMUD,CMUD,YES,"133,134",163,Corridor,Southwest,Gonzalez_Alberto,Goodwin_Alan,Manes_Tim,YES,,2008/03/04 00:00:00+00,2008/07/21 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,355226.07623291016,2751.6501338078824,"{'lng': -80.90022671301152, 'lat': 35.163159330194986}"
569908,2000-139,,MX-2,MX-2,,SPA,,,,,,,,,,,,,,,,,,2001/01/16 00:00:00+00,App,,,,2008005,2/29/2008,Cambridge Properties,show amenity area in single family area,,,,,,,,,,,,140484.45581054688,2413.3271263896595,"{'lng': -80.98640210057808, 'lat': 35.30356788176711}"
569909,1993-098B,,R-22MF,R-5,,no,,,,,,,,,,,,,,,,,,1993/11/08 00:00:00+00,App,,,,,,,,,,,,,,,,,,,3733110.251098633,10359.170137391044,"{'lng': -80.88257810940001, 'lat': 35.24141883857093}"
569910,2000-129,,B-D,B-2,,no,,,,,,,,,,,,,,,,,,2000/11/20 00:00:00+00,App,,,,,,,,,,,,,,,,,,,126275.09020996094,1513.8778596743743,"{'lng': -80.88361407911599, 'lat': 35.11207555416117}"
569911,2001-009,,B-2,B-2(CD),,no,,,,,,,,,,,,,,,,,,2002/02/18 00:00:00+00,App,,,,,,,,,,,,,,,,,,,511024.8380126953,3026.884556388841,"{'lng': -80.83568608534749, 'lat': 35.21503217732054}"
569912,2006-004,Terri and Stephan McGirt,R-3,I-1(CD),CD,no,,,10.7557,10.47,CMUD,PRV,NO,128,370,,Southwest,Lyte-Graham_Claire,Vincent_Kourtnie,Manes_Tim,YES,,2005/10/12 00:00:00+00,2006/04/17 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,468516.9058227539,3222.640759817446,"{'lng': -80.95086179223345, 'lat': 35.171674109201746}"
569913,2005-132,Francella A Witherspoon,R-5,MUDD-O,CD,no,,,0.2805,0.23,ND,ND,YES,89,39,,Northeast-Transit,Moore_Eddie,Dixon_Bridget,Sanders_Sonja,YES,,2005/06/18 00:00:00+00,2005/10/19 00:00:00+00,App,http://ww.charmeck.org/Planning/Rezoning/2005/2005-132%20approved%20site%20plan.pdf,,,,,,,,,,,,,,,,,,12222.683410644531,459.06552138930573,"{'lng': -80.807914989438, 'lat': 35.245680308905015}"
569914,2019-102,City of Charlotte,R-4,TOD-NC,NC,no,none,NO,1772.0,1772.0,CMUD,CMUD,YES,110,,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,,,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,26064.48712158203,788.5268645291569,"{'lng': -80.86912273501727, 'lat': 35.1959309281785}"
569915,1993-101A,,B-1,R-8,,no,,,,,,,,,,,,,,,,,,1993/11/08 00:00:00+00,App,,,,,,,,,,,,,,,,,,,163650.14288330078,1871.9549017106538,"{'lng': -80.83567650911237, 'lat': 35.257988623448824}"
569916,1986-062,,,R-12,, ,,,,,,,,,,,,,,,,,,1986/08/18 00:00:00+00,,,,,,,,,,,,,,,,,,,,142510.0391845703,1670.6158367480848,"{'lng': -80.83140467048838, 'lat': 35.205120451265834}"
569917,2010-046,"JNC Properties, LLC",NS,B-1,CD,no,PED,NO,1.01,1.01,CMUD,CMUD,YES,111,143,,,,,,,,2010/05/05 00:00:00+00,2010/10/18 00:00:00+00,Den, ,,,,,,,,,,,,,,,,,,55335.49670410156,937.5860729757492,"{'lng': -80.84418785363067, 'lat': 35.20120853147947}"
569918,1986-113,,,UMUD,, ,,,,,,,,,,,,,,,,,,1987/01/20 00:00:00+00,,,,,,,,,,,,,,,,,,,,1465873.2380981445,6010.393329476371,"{'lng': -80.84461075283625, 'lat': 35.221161821187714}"
569919,2011-017,Goode Development Corp. & Goode Properties,R-17MF,MUDD-O,CD,no,,NO,13.1,13.1,CMUD,CMUD,YES,123,64,Corridor,Southeast-Transit,Osborne_Alysia,Dhindaw_Jaya,Sanders_Sonja,,Yes,2010/12/28 00:00:00+00,2011/06/27 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2011_Petitions/Pages/2011-017.aspx,,Res_Off_Retail,,,,,,,,,,,,,,,,685761.4661865234,4216.056941858249,"{'lng': -80.75671261573179, 'lat': 35.179038406658286}"
569920,2011-009,"Cresent Resources, LLC (Attn. Tim Dison",MUDD-O,MUDD-O,CD,SPA,,NO,7.81,7.81,CMUD,CMUD,YES,135,108,Mixed Use Activity Center,South,Main_Kent,Dhindaw_Jaya,,,YES,2010/11/22 00:00:00+00,2011/04/25 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2010_Petitions/Pages/2011-009.aspx,,Res_Off_Retail,,,,,,,,,,,,,,,,353152.65802001953,2536.2758591769584,"{'lng': -80.8412564857949, 'lat': 35.15376720344404}"
569921,2002-044B,,MX-2 (INNOV),MX-2 (INNOV),,no,,,,,,,,,,,,,,,,,,2002/04/01 00:00:00+00,App,,,,,,City Council of City of Charlotte,To transfer zoning authority from the County to the City of Charlotte and establish initial City Zoning.,,,,,,,,,,,,4458976.65246582,8048.607163507985,"{'lng': -80.86472210140423, 'lat': 35.34120455385948}"
569922,1988-066(C),,I-2(CD),I-2(CD),,SPA,,,,,,,,,,,,,,,,,,1989/01/17 00:00:00+00,App,,,,4/23/1992 - to allow expansion of new building addition to total 6850 sq ft,4/6/1990; 4/23/1992,,,,,,,,,,,,,,221311.05279541016,2487.1491623364677,"{'lng': -80.98945628060872, 'lat': 35.24273170055074}"
569923,2016-084,QuikTrip Corporation,R-5,B-1(CD),CD,no,none,NO,1.85,1.85,CMUD,CMUD,NO,80,,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,,NO,2016/03/28 00:00:00+00,2016/07/18 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2016Petitions/Pages/2016-084.aspx,,Retail,,,,,,,,,,,,,,,,49526.02227783203,1016.7421406100195,"{'lng': -80.88132839076715, 'lat': 35.2671453699762}"
569924,1999-132,,"R-12MF(CD), B-2(CD)",R-6,,no,,,,,,,,,,,,,,,,,,2000/01/18 00:00:00+00,App,,,,,,,,,,,,,,,,,,,253538.5562133789,2606.647241299505,"{'lng': -80.92917441736518, 'lat': 35.150901092999746}"
569925,2010-042,David R. Krug Associates Inc.,I-2,NS,CD,no,,NO,18.02,18.02,CMUD,CMUD,YES,"112, 113",61,Corridor,Southeast-Transit,Osborne_Alysia,Jones_Michelle,Lyte-Graham_Claire,NO,,2010/04/23 00:00:00+00,2010/09/20 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,602585.8338623047,3233.1326433780105,"{'lng': -80.78053586332896, 'lat': 35.19424767607841}"
569926,2019-158,MPV Properties,UR-2(CD),UR-2(CD),CD,SPA,none,NO,3.6,3.6,CMUD,CMUD,YES,126,,Wedge,South,Scott Correll,Grant Meacci,John Kinley,,,2019/10/18 08:47:54+00,2020/03/16 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-157.aspx,,,,,,,,,,,,,,,,,,113538.65209960938,1809.8624698980993,"{'lng': -80.87089181696574, 'lat': 35.17334952905397}"
569927,1994-011B,,O-2,R-17MF,,no,,,,,,,,,,,,,,,,,,1994/03/21 00:00:00+00,App,,,,,,,,,,,,,,,,,,,498767.9686279297,3652.2521113842054,"{'lng': -80.84861666195592, 'lat': 35.165088509912515}"
569928,2000-079,,R-3,R-12MF,,no,,,,,,,,,,,,,,,,,,2000/06/19 00:00:00+00,App,,,,,,,,,,,,,,,,,,,30836.41241455078,730.9359782735918,"{'lng': -80.79184491837233, 'lat': 35.156901695542736}"
569929,2001-018(C),,R-3,R-4,,no,,,,,,,,,,,,,,,,,,2001/12/11 00:00:00+00,App,,,,,,,,,,,,,,,,,,,1140264.591430664,6141.0548357611215,"{'lng': -80.68556553110442, 'lat': 35.26034184411274}"
569930,2007-059,John R. Poore,MUDD-O,UR-2(CD),CD,no,,,1.3,1.3,CMUD,CMUD,YES,112,59,Corridor,Southeast-Transit,Johnson_Garet,Vincent_Kourtnie,Lyte-Graham_Claire,NO,,2007/02/20 00:00:00+00,2007/06/18 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,80828.18298339844,1184.8429034165847,"{'lng': -80.79617478143575, 'lat': 35.208727736770406}"
569931,2019-102,City of Charlotte,B-1,TOD-UC,NC,no,none,NO,1772.0,1772.0,CMUD,CMUD,YES,102,,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,,,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,32266.656982421875,753.1546596352372,"{'lng': -80.85603790840828, 'lat': 35.21378850565275}"
569932,1992-028,,B-1,B-2(CD),,no,,,,,,,,,,,,,,,,,,1992/07/20 00:00:00+00,App,,,,,,,,,,,,,,,,,,,25302.01776123047,642.4544847481146,"{'lng': -80.79847649247543, 'lat': 35.2386855871303}"
569933,2019-102,City of Charlotte,I-2,TOD-CC,NC,no,none,NO,1772.0,1772.0,CMUD,CMUD,YES,110,,Corridor,Central,Scott Correll,Grant Meacci,Claire Lyte-Graham,,,2019/07/17 08:20:45+00,2019/11/18 08:21:04+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,17031.848876953125,619.458111611772,"{'lng': -80.8758908540815, 'lat': 35.19369822446241}"
569934,1996-037,,R-4,I-2,,no,,,,,,,,,,,,,,,,,,1996/06/17 00:00:00+00,App,,,,,,,,,,,,,,,,,,,23159.043518066406,799.3360986875571,"{'lng': -80.88392943839175, 'lat': 35.102217869914874}"
569935,2016-041,"Horizons at Steele Creek, LLC",R-3,R-17MF(CD),CD,no,LLW-PA,NO,3.2,3.2,CMUD,CMUD,YES,132,,Wedge,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,,,2015/12/28 00:00:00+00,2016/06/20 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2016Petitions/Pages/2016-041.aspx,,Resid17,,,,,,,,,,,,,,,,183712.84454345703,2037.707422920027,"{'lng': -80.97605259088701, 'lat': 35.14825036309668}"
569936,2008-016,Selwyn Av Presby Church,R-3,O-1(CD),CD,no,,,0.64,0.64,CMUD,CMUD,YES,125,101,Wedge,Central,Burnham_Greg,Dhindaw_Jaya,Fortune_Solomon,YES,,2007/09/24 00:00:00+00,2008/02/18 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,36286.630126953125,780.412027719763,"{'lng': -80.84056964617083, 'lat': 35.17196298640909}"
569937,2019-083,James M. Howell,R-4,R-8,NC,no,none,NO,0.56,0.56,CMUD,CMUD,YES,157,,Corridor,South,Scott Correll,Grant Meacci,John Kinley,,,2019/05/09 07:49:43+00,2019/10/21 09:02:35+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-083.aspx,,,,,,,,,,,,,,,,,,26909.525268554688,684.3528086515153,"{'lng': -80.88682024540492, 'lat': 35.108299040963566}"
569938,1998-072,,I-1(CD),I-1(CD),,SPA,,,,,,,,,,,,,,,,,,1998/10/21 00:00:00+00,App,,,,,,,,,,,,,,,,,,,76075.6353149414,1229.385461850646,"{'lng': -80.89440735287144, 'lat': 35.18344244312568}"
569939,2000-127,,B-2(CD),BP,,no,,,,,,,,,,,,,,,,,,2000/11/20 00:00:00+00,App,,,,,,,,,,,,,,,,,,,377559.8673095703,2536.876392342616,"{'lng': -80.78823364068568, 'lat': 35.28078946489831}"
569940,2018-025,Charlotte Douglas International Airport,R-3,I-2,NC,no,LLW-PA,NO,108.0,108.0,CMUD,CMUD,NO,85,,Corridor,Northwest,Alberto Gonzalez,Grant Meacci,Claire Lyte-Graham,,,2018/02/23 00:00:00+00,2018/06/18 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2018Petitions/Pages/2018-025.aspx,,,,,,,,,,,,,,,,,,76758.11645507812,1441.412203381682,"{'lng': -80.96495397819716, 'lat': 35.241552491897}"
569941,2005-117,Charlotte Mecklenburg Planning Commission,I-2,TOD-M,NC,no,,,5.2604,4.78,CMUD,CMUD,YES,110,153,,South-Transit,Harmon_Laura,Thilo_Dan,Manes_Tim,YES,,2005/04/27 00:00:00+00,2005/10/19 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,229143.83129882812,1992.8067031465139,"{'lng': -80.87015058798072, 'lat': 35.19921256842969}"
569942,1987-037(C),,,B-1SCD,, ,,,,,,,,,,,,,,,,,,1987/09/21 00:00:00+00,,,,,,,,,,,,,,,,,,,,1315272.7935180664,4849.681283157781,"{'lng': -80.92131677418094, 'lat': 35.299174470663324}"
569943,1999-019(C),,"R-3, I-1",R-4,,no,,,,,,,,,,,,,,,,,,1999/06/08 00:00:00+00,App,,,,,,,,,,,,,,,,,,,3663022.7072753906,8955.721135254946,"{'lng': -80.97831677890119, 'lat': 35.14411543305544}"
569944,1991-070,,O-6(CD),O-6(CD),,SPA,,,,,,,,,,,,,,,,,,1991/11/18 00:00:00+00,App,,,,,,,,,,,,,,,,,,,52126.78955078125,952.3723887801532,"{'lng': -80.82882830359056, 'lat': 35.210361586391095}"
569945,2015-124,JAAM Holdings Limited Partnership,I-1,I-2,NC,no,none,NO,21.36,21.36,CMUD,CMUD,YES,81,,Industrial Activity Center,Northwest,Gonzalez_Alberto,Grant Meacci,Lyte-Graham_Claire,,,2015/09/23 00:00:00+00,,Wd,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2015Petitions/Pages/2015-124.aspx,,,,,,,,,,,,,,,,,,988686.2322998047,5259.7545926773355,"{'lng': -80.90995437397224, 'lat': 35.274512999545195}"
569946,2007-075,Charlotte Metro Credit Union,CC,CC,CD,SPA,,,1.19,1.19,CMUD,CMUD,YES,103,178,Corridor,West-Transit,Main_Kent,Howard_John,Keplinger_Tammie,YES,,2007/03/26 00:00:00+00,2007/07/16 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,63572.77526855469,992.6311817440203,"{'lng': -80.89107334419639, 'lat': 35.22639371157831}"
569947,1987-092,,R-6,UR-3(CD),,no,,,,,,,,,,,,,,,,,,1988/01/19 00:00:00+00,App,,,,,,,,,,,,,,,,,,,245308.00396728516,2263.0284090478312,"{'lng': -80.85874295070599, 'lat': 35.20338642009781}"
569948,1997-054(C),,"R-3, I-1(CD)",I-1,,no,,,,,,,,,,,,,,,,,,1997/12/09 00:00:00+00,App,,,,,,,,,,,,,,,,,,,238315.13055419922,2723.5479260128723,"{'lng': -80.92207525118212, 'lat': 35.190749988413785}"
569949,2005-154,Comm. Outreach Christian Minestries,R-22MF,INST(CD),CD,no,,,10.4162,7.5,CMUD,CMUD,YES,"110,126",157,,Central,Thilo_Dan,Thilo_Dan,Sanders_Sonja,,,2005/09/06 00:00:00+00,,Wd,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2005Petitions/Pages/2005-154.aspx,,,,,,,,,,,,,,,,,,453730.2300415039,3457.8313280396087,"{'lng': -80.88517191539891, 'lat': 35.189973778106186}"
569950,2018-065,Raley Miller Properties,NS,NS,CD,SPA,none,NO,2.63,2.63,CMUD,CMUD,YES,54,,Corridor,East,Mandy Rosen,Monica Holmes,Sonja Sanders,,,2018/04/24 00:00:00+00,2018/10/15 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2018Petitions/Pages/2018-065.aspx,,,,,,,,,,,,,,,,,,115085.57830810547,1447.005830150475,"{'lng': -80.71537577843617, 'lat': 35.335884307224646}"
569951,1994-087,,R-4,R-8MF(CD),,no,,,,,,,,,,,,,,,,,,1995/01/23 00:00:00+00,App,,,,,,,,,,,,,,,,,,,38292.975646972656,873.7760960098997,"{'lng': -80.74440886090132, 'lat': 35.24481006890314}"
569952,2017-171,Century Communities,R-3,MX-2(INNOV),CD,no,none,YES,36.0,36.0,CMUD,CMUD,YES,185,,Wedge,South,Kent Main,Grant Meacci,John Kinley,,,2017/10/23 00:00:00+00,2018/04/16 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2017Petitions/Pages/2017-171.aspx,,Resid6,,,,,,,,,,,,,,,,1727474.8016357422,6314.671846636082,"{'lng': -80.82583413171001, 'lat': 35.02690549506649}"
569953,1987-036,,,R-6,, ,,,,,,,,,,,,,,,,,,1987/05/18 00:00:00+00,,,,,,,,,,,,,,,,,,,,141043.5665283203,2038.1136067745003,"{'lng': -80.8200060266268, 'lat': 35.216627681134646}"
569954,2007-121,"Dixie River Land Co., LLC",R-3,BP(CD),CD,no,LLW-PA,,1.8,1.8,PRV,PRV,NO,128,369,Wedge,Southwest,Main_Kent,Urban Design Team,Lyte-Graham_Claire,YES,,2007/06/28 00:00:00+00,2007/11/19 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,85805.21478271484,1339.8992019024217,"{'lng': -80.97166693379766, 'lat': 35.17234258566537}"
569955,2009-039,Charlotte Area Transit,O-2,B-2(CD),CD,no,,,3.65,3.65,CMUD,CMUD,YES,102,25,Corridor,Northeast-Transit,McCullough_Melony,Goodwin_Alan,Fortune_Solomon,NO,,2009/03/06 00:00:00+00,2010/02/15 00:00:00+00,App, ,,Inst,,,,,,,,,,,,,,,,184425.81408691406,1728.95010973135,"{'lng': -80.82717682929454, 'lat': 35.22832648119707}"
569956,1999-075(C),,R-12MF(CD),NS,,SPA,,,,,,,,,,,,,,,,,,2000/01/11 00:00:00+00,App,,,,,,,,,,,,,,,,,,,398439.35736083984,3218.9847475167644,"{'lng': -80.76052442406272, 'lat': 35.055002659882156}"
569957,1985-060(C),,,O-15(CD),, ,,,,,,,,,,,,,,,,,,1986/03/17 00:00:00+00,,,,,,,,,,,,,,,,,,,,162491.67803955078,1685.5075380262401,"{'lng': -80.93811174693728, 'lat': 35.147282841064445}"
569958,1994-108,,I-2,B-2,,no,,,,,,,,,,,,,,,,,,1995/01/23 00:00:00+00,App,,,,,,,,,,,,,,,,,,,917069.9747314453,4896.251054329933,"{'lng': -80.87741149839087, 'lat': 35.14996734996999}"
569959,2007-025,Tribek Properties; c/o Mr. Blanton Hamilton,B-1SCD,B-1,NC,no,,,0.71,0.71,CMUD,CMUD,YES,133,162,Center,Southwest,Lyte-Graham_Claire,Vincent_Kourtnie,Manes_Tim,YES,,2006/12/18 00:00:00+00,2007/04/16 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,58937.88806152344,989.8212443461812,"{'lng': -80.92584737442573, 'lat': 35.147301832546745}"
569960,1991-013,,R-6MF,R-6,,no,,,,,,,,,,,,,,,,,,1991/03/18 00:00:00+00,App,,,,,,,,,,,,,,,,,,,2145498.5083618164,7920.581273472352,"{'lng': -80.95477538546683, 'lat': 35.27563201803742}"
569961,1990-050,,R-9MF,O-6(CD),,no,,,,,,,,,,,,,,,,,,1990/07/16 00:00:00+00,App,,,,,,,,,,,,,,,,,,,171529.01580810547,1758.6306557864948,"{'lng': -80.83732692387228, 'lat': 35.240080365398086}"
569962,2008-084,Northside Baptist Church,INST(CD),INST(CD),CD,SPA,,,110.95,110.95,CMUD,CMUD,YES,71,240,Wedge,Northeast,Kathy Cornett,Jones_Michelle,Keplinger_Tammie,YES,,2008/03/18 00:00:00+00,2008/09/15 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2008Petitions/Pages/2008-084.aspx,,,,,,,,,,,,,,,,,,4732655.436096191,13738.719433466642,"{'lng': -80.78446803804655, 'lat': 35.283391168915315}"
569963,2015-113,Leon T. Shanklin III,R-8,B-2(CD),CD,no,none,NO,0.93,0.93,CMUD,CMUD,YES,110,,Corridor,Central,Cornett_Kathy,Goodwin_Alan,Fortune_Solomon,,,2015/06/24 00:00:00+00,,Wd,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2015Petitions/Pages/2015-113.aspx,,,,,,,,,,,,,,,,,,51146.42919921875,914.4613690230024,"{'lng': -80.88144092062895, 'lat': 35.18965738258319}"
569964,2000-012(C),,R-3,MX-2,,no,,,,,,,,,,,,,,,,,,2000/04/11 00:00:00+00,App,,,,,,,,,,,,,,,,,,,8599282.227233887,13400.425594524628,"{'lng': -80.68035176001953, 'lat': 35.23236472003474}"
569965,2013-055,Marsh Realty Company,O-2,TOD-MO,CD,no,none,NO,2.47,2.47,CMUD,CMUD,YES,,,Corridor,Central,Main_Kent,Goodwin_Alan,,,NO,2013/04/16 00:00:00+00,2013/10/21 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2013Petitions/Pages/2013-055.aspx,NO,TOD-M,,,,,,,,,,,,,,,,141325.20281982422,1655.0036730406925,"{'lng': -80.84893560083995, 'lat': 35.21535210196522}"
569966,2007-087,Amy Carver,R-5,R-6(CD),CD,no,,,0.49,0.49,CMUD,CMUD,YES,89,39,Wedge,Northeast-Transit,Cornett_Kathy,Howard_John,Lyte-Graham_Claire,YES,,2007/04/16 00:00:00+00,2008/02/18 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,23331.444458007812,683.229901760533,"{'lng': -80.79964480478604, 'lat': 35.245362512518575}"
569967,1998-088,,"R-3, I-1(CD)",I-2(CD),,no,,,,,,,,,,,,,,,,,,1998/10/21 00:00:00+00,App,,,,,,,,,,,,,,,,,,,1515137.7747192383,5030.188945470583,"{'lng': -80.93373761640427, 'lat': 35.19153188337205}"
569968,2008-020,Beacon Partners,I-1,I-2(CD),CD,no,,,4.8,4.8,CMUD,CMUD,YES,52,249,Corridor,North-Transit,Wells_Jonathan,Urban Design Team,Lyte-Graham_Claire,YES,,2007/10/31 00:00:00+00,2008/04/21 00:00:00+00,App, ,,Ind,,,,,,,,,,,,,,,,248858.27545166016,2420.281466144653,"{'lng': -80.81984531751652, 'lat': 35.3370702093971}"
569969,1993-102B,,R-22MF,R-8,,no,,,,,,,,,,,,,,,,,,1993/11/08 00:00:00+00,App,,,,,,,,,,,,,,,,,,,243975.9751586914,2208.3906763315895,"{'lng': -80.83703638400742, 'lat': 35.25046266892303}"
569970,2011-073,"Wells Property Number One, LLC",B-2,MUDD(CD),CD,,,NO,,,,,,,,Corridor,Central,Main_Kent,Dhindaw_Jaya,Sanders_Sonja,YES,NO,,2012/02/20 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2011_Petitions/Pages/2011-073.aspx,NO,Res_Off_Retail,,,,,,,,,,,,,,,,160822.19592285156,2107.5515325203983,"{'lng': -80.83275172163341, 'lat': 35.21411925258016}"
569971,2019-102,City of Charlotte,R-4,TOD-TR,NC,no,none,NO,1772.0,1772.0,CMUD,CMUD,YES,110,,Corridor,Central,Scott Correll,Grant Meacci,Claire Lyte-Graham,,,2019/07/17 08:20:45+00,2019/11/18 08:21:04+00,App,https://charlottenc.gov/planning/Rezoning/RezoningPetitions/2019Petitions/Pages/2019-102.aspx,,,,,,,,,,,,,,,,,,30139.394287109375,695.833889218504,"{'lng': -80.87154503365727, 'lat': 35.19383747095268}"
569972,2007-082,"Pope & Land Enterprises, Inc.",I-2(CD),MUDD-O,CD,no,,,170.27,170.27,CMUD,CMUD,YES,127,160,Center,Southwest,Main_Kent,Dhindaw_Jaya,Keplinger_Tammie,YES,,2007/03/26 00:00:00+00,2008/01/22 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,46191.82434082031,1133.8318713146439,"{'lng': -80.90693426632836, 'lat': 35.18695725313413}"
569973,1986-021(C),,,B-2(CD),, ,,,,,,,,,,,,,,,,,,1986/12/01 00:00:00+00,,,,,,,,,,,,,,,,,,,,25661.836181640625,767.1412789875428,"{'lng': -80.80510496431442, 'lat': 35.30111690946299}"
569974,2007-056,Charlotte-Mecklenburg Planning Commission,BD,TOD-M,NC,no,,,46.78,46.78,CMUD,CMUD,YES,148,445,Corridor,South-Transit,Main_Kent,Vincent_Kourtnie,Manes_Tim,YES,,2007/02/05 00:00:00+00,2007/06/18 00:00:00+00,App, ,,,,,,,,,,,,,,,,,,1451347.828552246,5981.703986044052,"{'lng': -80.87802790200296, 'lat': 35.13160721414196}"
569975,2009-019,Carolinas Health Care System,O-2(CD),O-2(CD),CD,SPA,,,16.3,16.3,CMUD,CMUD,YES,"154,171",356,Center,Southwest,Gonzalez_Alberto,Goodwin_Alan,Lyte-Graham_Claire,YES,,2008/11/24 00:00:00+00,2009/03/19 00:00:00+00,App,http://charlottenc.gov/planning/Rezoning/RezoningPetitions/2009Petitions/Pages/2009-019.aspx,,,,,,,,,,,,,,,,,,762616.5720825195,4355.805979544853,"{'lng': -80.99259751395262, 'lat': 35.099265918487525}"
569976,1990-004,,R-15(SUP),O-15(CD),,no,,,,,,,,,,,,,,,,,,1990/02/19 00:00:00+00,App,,,,,,,,,,,,,,,,,,,67992.97454833984,1011.9199101484191,"{'lng': -80.78489172620019, 'lat': 35.13471863079812}"
